PDB,KD1,KD2,Initials,Notes
2gza,na,na,LL,
5sae,na,na,LL,
6d2l,na,na,LL,
3o07,na,na,LL,
2qtx,na,na,LL,
4rhk,1206.8,395.9,LL,"Kd1: int 1, Kd2: int 2"
5c80,na,na,LL,
6f21,na,na,LL,PDBePISA could not find
6idy,na,na,LL,
5eoj,na,na,LL,
5s6z,1160.3,769.9,LL,"Kd1: int 1-2, Kd2: int 3"
2iun,na,na,LL,
3kop,na,na,LL,
5nvd,na,na,LL,
4qvc,na,na,LL,
1lx7,na,na,LL,
3q0j,2104.9,489,LL,"Kd1: int 1,2,4, Kd2: int 9,11"
2zbl,703.6,653.9,LL,"Kd1: int 1-6, Kd2: int 7-9"
7k1l,1107.3,813,LL,"Kd1: int 1-2, Kd2: int 3"
4fjw,2109.6,495.4,LL,"Kd1: int 1-3, Kd2: int 4-5"
4nsm,na,na,LL,
6dqg,1816.9,1418.5,LL,"Kd1: int 1-6, Kd2: int 7-9"
5saa,na,na,LL,
1t6q,na,na,LL,
5u2i,815.2,930.3,LL,"Kd1: int 4-9, Kd2: int 1-3"
1ehw,513.4,998.1,LL,"Kd1: int 2-3, Kd2: int 1"
6qmf,567.3,989.9,LL,"Kd1: int 2, Kd2: int 1"
6g7s,567.3,989.9,LL,"Kd1: int 2, Kd2: int 1"
5yk1,na,na,LL,
6g7v,476.2,866.8,LL,"Kd1: int 2, Kd2: int 1"
6qmi,476.2,866.8,LL,"Kd1: int 2, Kd2: int 1"
3aw9,na,na,LL,
6iyu,875.3,485.5,LL,"Kd1: int 1, Kd2: int 2"
4wd0,na,na,LL,
1btg,na,na,LL,
6dhq,na,na,LL,
2bja,340.2,2908.4,LL,"Kd1: int 6-7, Kd2: int 1"
2x8w,na,na,LL,
6n9r,133.1,1229.2,LL,"Kd1: int 17-19, Kd2: int 1-2"
1qez,613,591.5,LL,"Kd1: int 1-6, Kd2: int 7-9"
3veg,763.1,1182.8,LL,"Kd1: int 3-5, Kd2: int 1-2"
3u54,na,na,LL,
2prd,733.3,616.8,LL,"Kd1: int 1, Kd2: int 2"
6mt1,880.3,693.8,LL,"Kd1: int 1-2, Kd2: int 3"
1sq6,na,na,LL,
1bpo,na,na,LL,
1ra0,773.4,3120.3,LL,"Kd1: int 2, Kd2, int 1"
3nwy,na,na,LL,
6aa2,na,na,LL,
5s70,1151.3,769.1,LL,"Kd1: int 1-2, Kd2: int 3"
3kg1,na,na,LL,
3wbf,na,na,LL,
1ndl,846.6,1005.6,LL,"Kd1: int 3-5, Kd2: int 1-2"
3res,na,na,LL,
5iol,910.6,1013.1,LL,"Kd1: int 8,10,12,14,15,16, Kd2: int 2,3,5"
7m59,518.2,1098.7,LL,"Kd1: int 2-3, Kd2: int 1"
6iyx,871.4,462,LL,"Kd1: int 1, Kd2: int 2"
3vvb,na,na,LL,
6p2t,713.4,1377.3,LL,"Kd1: int 3, Kd2: int 1"
7keh,1118.4,778.5,LL,"Kd1: int 1-2, Kd2: int 3"
2aqn,na,na,LL,
6l3p,1574.3,735.2,LL,"Kd1: int 1-2, Kd2: int 3"
4xb0,na,na,LL,
2gbf,615.4,2051.4,LL,"Kd1: int 2-3, Kd2: int 1"
2j4h,1737.2,470.1,LL,"Kd1: int 2, Kd2: int 3"
5mrq,247.5,1443.6,LL,"Kd1: int 4, Kd2: int 1"
5sa9,na,na,LL,
3nm3,na,na,LL,
6h86,na,na,LL,
3pkj,628.6,994.3,LL,"Kd1: int 4-9, Kd2: int 1-3"
2rhb,na,na,LL,
3fz3,2657.8,2911.9,LL,"Kd1: int 4-9, Kd2: int 1-3"
6g6a,na,na,LL,
2h85,na,na,LL,
7bat,na,na,LL,
1vea,na,na,LL,
5jr3,na,na,LL,
4oe6,na,na,LL,
4pno,na,na,LL,
6mqo,na,na,LL,
6g6d,na,na,LL,
1ra5,748.6,3107.1,LL,"Kd1: int 2, Kd2: int 1"
5tea,689.6,549.6,LL,"Kd1: int 1-6, Kd2: int 7-9"
1r9z,728.6,3470.1,LL,"Kd1: int 2, Kd2: int 1"
3nl2,na,na,LL,
1k89,1069.5,1260.6,LL,"Kd1: int 2, Kd2: int 1"
2eiy,na,na,LL,
2w95,na,na,LL,
1bjp,na,na,LL,
1uds,na,na,LL,
6g6c,na,na,LL,
5buy,na,na,LL,
3nm1,na,na,LL,
1udn,na,na,LL,
6zt7,na,na,LL,
1udo,na,na,LL,
2b7q,na,na,LL,
4i6y,na,na,LL,
4xlz,1712.8,810.1,LL,"Kd1: int 1-6, Kd2: int 7-9"
4ryc,na,na,LL,
4x5m,na,na,LL,
3iyj,na,na,LL,
5l39,na,na,LL,example of geared rings
3lo0,669.4,530.3,LL,"Kd1: int 1, Kd2: int 2"
6ovu,na,na,LL,
6bgn,na,na,LL,
5hwf,na,na,LL,
5wc0,na,na,LL,
1ryz,na,na,LL,
5nmu,na,na,LL,
6gfk,na,na,LL,
3ryo,na,na,LL,
3ry0,na,na,LL,
4f2d,2232.2,1149.3,LL,"Kd1: int 1-3, Kd2: int 4-5"
1k39,1193.2,1161.8,LL,"Kd1: int 3-5, Kd2: int 1-2"
2op8,na,na,LL,
2fyw,na,na,LL,
4ncq,na,na,LL,
2fm7,na,na,LL,
5tjh,635.4,2749.3,LL,"Kd1: int 5-10, Kd2: int 1-3"
5x15,881.3,1008.9,LL,"Kd1: int 3-5, Kd2: int 1-2"
6y0l,na,na,LL,
5wq3,na,na,LL,
4qqf,na,na,LL,
3emi,na,na,LL,
5z7r,2046.7,536.2,LL,"Kd1: int 1-3, Kd2: int 5-6"
3m1r,na,na,LL,
4r1p,2272.6,1003,LL,"Kd1: int 1-6, Kd2: int 7-9"
2yfq,905.7,1100.6,LL,"Kd1: int 2-3, Kd2: int 1"
5o82,na,na,LL,
1pv8,na,na,LL,
1b3b,821.3,982.2,LL,"Kd1: int 4-9, Kd2: int 1-3"
2j40,313.4,2920.6,LL,"Kd1: int 6-7, Kd2: int 1"
3ek5,na,na,LL,
4aqf,na,na,LL,
7f79,880.7,1390.5,LL,"Kd1: int 4-9, Kd2: int 1-3"
4noy,na,na,LL,
6n97,1630.6,1138.9,LL,"Kd1: int 1-6, Kd2: int 7-9"
6g6b,na,na,LL,
4tyg,949.3,803.9,LL,"Kd1: int 1, Kd2: int 2"
2bqy,661.8,613.4,LL,"Kd1: int 1, Kd2: int 3"
5ehb,na,na,LL,
4r1q,2248.8,1023.1,LL,"Kd1: int 1-6, Kd2: int 7-9"
3vef,745.9,1183.5,LL,"Kd1: int 3-5, Kd2: int 1-2"
1wpt,na,na,LL,
3lx3,650,1015.1,LL,"Kd1: int 2, Kd2: int 1"
3prv,701.7,1069.8,LL,"Kd1: int 4-9, Kd2: int 1-3"
5egj,na,na,LL,
3vec,734.6,1180.4,LL,"Kd1: int 3-5, Kd2: int 1-2"
4xm1,1631.6,819.4,LL,"Kd1: int 1-6, Kd2: int 7-9"
3fch,954.9,1064,LL,"Kd1: int 2-3, Kd2: int 1"
3wsf,na,na,LL,
4p9e,na,na,LL,
2eit,317.1,2912.8,LL,"Kd1: int 6-7, Kd2: int 1"
3wsg,na,na,LL,
4iia,339.2,1342.7,LL,"Kd1: int 3, Kd2: int 1"
4oyf,na,na,LL,
5j40,na,na,LL,
2zts,na,na,LL,
5sab,na,na,LL,
5s72,1157,758.3,LL,"Kd1: int 1-2, Kd2: int 3"
3wiz,na,na,LL,
4pho,na,na,LL,
3qk8,1290.2,585.7,LL,"Kd1: int 1-6, Kd2: int 7-9"
3alp,na,na,LL,
3mnm,na,na,LL,
5f5m,na,na,LL,
2hxg,2248,1159,LL,"Kd1: int 1-3, Kd2: int 4-5"
4otb,na,na,LL,
3b54,832.3,986.5,LL,"Kd1: int 2-3, Kd2: int 1"
4it4,na,na,LL,
3jvv,na,na,LL,
5kut,na,na,LL,
1ygz,718.8,617.8,LL,"Kd1: int 2,5, Kd2: int 7"
3gvd,1415,483.2,LL,"Kd1: int 2,5,8-10,12, Kd2: int 14,1,7-18"
5ndy,na,na,LL,
1k70,775.7,3114.5,LL,"Kd1: int 2, Kd2: int 1"
6x4i,na,na,LL,
3eat,863.3,558.5,LL,"Kd1: int 2, Kd2: int 3"
5xw0,861.2,1462.2,LL,"Kd1: int 2, Kd2: int 1"
1q1k,881,1158.5,LL,"Kd1: int 2, Kd2: int 1"
3wse,na,na,LL,
3m21,na,na,LL,
6v4y,na,na,LL,
1coi,na,na,LL,
6ny9,593.5,177.2,LL,"Kd1: int 2, Kd2: int 4"
1ey3,2099.8,502.6,LL,"Kd1: int 1-6, Kd2: int 13-15"
2v4y,na,na,LL,
2zx7,na,na,LL,
2dcl,967.5,422.8,LL,"Kd1: int 1-3, Kd2: int 4-5"
5abs,na,na,LL,
2w37,1079.3,1260.5,LL,"Kd1: int 3-5, Kd2: int 1-2"
4lmp,455.5,1824.3,LL,"Kd1: int 3, Kd2: int 1"
3pzk,2017.2,482.8,LL,"Kd1: int 1-3, Kd2: int 4-5"
4rng,na,na,LL,
3poj,na,na,LL,
1r6l,na,na,LL,
3wsd,na,na,LL,
6vda,303.8,560.2,LL,"Kd1: int 3, Kd2: int 1"
6agq,na,na,LL,
4oye,na,na,LL,
2orm,na,na,LL,
5kdf,650.5,570.6,LL,"Kd1: int 1, Kd2: int 3"
1v9l,759.9,909.2,LL,"Kd1: int 4-9, Kd2: int 1-3"
7k5m,na,na,LL,
5c3c,na,na,LL,
3r4i,1582,375.7,LL,"Kd1: int 1,4, Kd2: int 7"
5uc0,na,na,LL,
3wsh,na ,na,LL,
6d5x,na ,na,LL,
3m0n,669.4,1043.9,LL,"Kd1: int 2, Kd2: int 1"
5fnz,665,780.2,LL,"Kd1: int 2-3, Kd2: int 1"
4lhb,898.5,977.5,LL,"Kd1: int 3-5, Kd2: int 1-2"
4j2o,na ,na,LL,
1t6i,na ,na,LL,
1d2n,na ,na,LL,
6n96,1633.5,1130.9,LL,"Kd1: int 1-6, Kd2: int 7-9"
3poi,na ,na,LL,
7k1o,na ,na,LL,
4xm2,1734.9,818.8,LL,"Kd1: int 1-6, Kd2: int 7-9"
6c4j,645.6,2720.6,LL,"Kd1: int 7,12-14,17, Kd2: int 2-4"
1pjc,760.6,1835.2,LL,"Kd1: int 2, Kd2: int 1"
6evs,511.2,1394.7,LL,"Kd1: int 3-4, Kd2: int 1"
3k35,590.8,1048.1,LL,"Kd1: int 4-9, Kd2: int 1-3"
4tmk,na ,na,LL,
6iz0,874.8,442,LL,"Kd1: int 1, Kd2: int 2"
1wye,576.8,1119.5,LL,"Kd1: int 4-9, Kd2: int 1-3"
3ah9,na ,na,LL,
5yjz,na ,na,LL,
2q3e,596.8,2671.4,LL,"Kd1: int 19,25-30, Kd2: int 3-5"
3o06,na ,na,LL,
2gk2,na ,na,LL,
3t8b,na ,na,LL,
6sdf,na ,na,LL,also cool!
5xu0,na ,na,LL,Looks like a showerhead lol
3sfc,682.7,1077,LL,"Kd1: int 2-3, Kd2: int 1"
5o7z,na ,na,LL,
2ej0,na ,na,LL,
5ce8,685.6,2459.5,LL,"Kd1: int 3-5, Kd2: int 1-2"
3wb9,na ,na,LL,
1reu,218,283.2,LL,"Kd1: int 3, Kd2: int 2"
4pgz,na ,na,LL,Very cool structure
5jk2,na ,na,LL,
3tr4,682.2,637.5,LL,"Kd1: int 1-6, Kd2: int 7-9"
3uqs,490.5,1161.7,LL,"Kd1: int 3-5, Kd2: int 1-2"
6v8g,1077.4,797.6,LL,"Kd1: int 1-3, Kd2: int 4-5"
1udq,na ,na,LL,
5kde,655.7,561.4,LL,"Kd1: int 1, Kd2: int 2"
2ejd,317.2,2899.1,LL,"Kd1: int 4-5, Kd2: int 1"
1ne7,644.6,482.5,LL,"Kd1: int 1-6, Kd2: int 8-10"
6zt9,na ,na,LL,
5lok,na ,na,LL,
4ylm,859.7,542.6,LL,"Kd1: int 2, Kd2: int 3"
7kf4,1145.8,784.7,LL,"Kd1: int 1-6, Kd2: int 7-9"
2vl6,na ,na,LL,
1w55,1463.5,1621.7,LL,"Kd1: int 2, Kd2: int 1"
1nsq,853.6,988.4,LL,"Kd1: int 3-5, Kd2: int 1-2"
3lze,677.6,1042.3,LL,"Kd1: int 2, Kd2: int 1"
3wsi,na ,na,LL,Looks like Kd1=0 but still not top ring
3aiu,309.9,953.2,LL,"Kd1: int 4, Kd2: int 1"
4k15,na ,na,LL,
5hci,na ,na,LL,
1ihp,484.1,479.1,LL,"Kd1: int 2, Kd2: int 3"
2eiw,318.2,2945.4,LL,"Kd1: int 4-5, Kd2: int 1"
1k6w,730.6,3455,LL,"Kd1: int 2, Kd2: int 1"
6mqa,na ,na,LL,
3pof,na ,na,LL,
5c7p,644.6,941.2,LL,"Kd1: int 3-5, Kd2: int 1-2"
4cp5,731.8,653.3,LL,"Kd1: int 1-6, Kd2: int 7-9"
6t8m,na ,na,LL,
3szi,na ,na,LL,
4gjc,632.9,814,LL,"Kd1: int 2-3, Kd2: int 1"
3hfh,na ,na,LL,Another cool structure
6aq4,na ,na,LL,
4s2u,na ,na,LL,
6rfy,na ,na,LL,
3ved,744.8,1183.6,LL,"Kd1: int 3-5, Kd2: int 1-2"
1vya,828.3,961.6,LL,"Kd1: int 7-10,14,18, Kd2: int1,4,6"
3ci9,na ,na,LL,
2qjo,na ,na,LL,
2i3z,604.6,2047.8,LL,"Kd1: int 2-3, Kd2: int 1"
1euz,879.9,990.8,LL,"Kd1: int 4-9, Kd2: int 1-3"
2ef5,635.3,714.1,LL,"Kd1: int 4-9, Kd2: int 1-3"
2v9p,na ,na,LL,
2x57,823,797.3,LL,"Kd1: int 1-3, Kd2: int 4-5"
6r7e,246.1,110.7,LL,"Kd1: int 1, Kd2: int 2"
3qll,463.1,929.8,LL,"Kd1: int 3-5, Kd2: int 1-2"
1b66,826.4,750.8,LL,"Kd1: int 1-2, Kd2: int 3"
1kq1,na ,na,LL,
2bqx,597.1,624.4,LL,"Kd1: int 2, Kd2: int 1"
2qg4,606.6,2724.4,LL,"Kd1: int 7,9, Kd2: int 1"
3r0d,787.3,2888.3,LL,"Kd1: int 2, Kd2: int 1"
2zwy,na ,na,LL,
1y13,729.9,1097,LL,"Kd1: int 3-5, Kd2: int 1-2"
3m8a,na ,na,LL,
4nl2,na ,na,LL,
6p3t,810.6,1932,LL,"Kd1: int 2, Kd2: int 1"
7ra4,1090.3,419.9,LL,"Kd1: int 1-3, Kd2: int 4-5"
2iak,na ,na,LL,
6ncy,479.1,2691.7,LL,"Kd1: int 3-4, Kd2: int 1"
5zc1,na ,na,LL,
3i2b,734.6,784.3,LL,"Kd1: int 7,9,14,15,17-18, Kd2: int 4-6"
3st3,na ,na,LL,
5mqz,717.7,2335.3,LL,"Kd1: int 4-9, Kd2: int 1-3"
2br5,na ,na,LL,
4rs4,1204.3,767.7,LL,"Kd1: int 1-6, Kd2: int 7-9"
6wye,na,na,LL,
4yb6,na,na,LL,
3l7p,na,na,LL,
5xzd,1861.5,521.4,LL,"Kd1: int 1-6, Kd2: int 7-9"
1ybf,na,na,LL,
1e0j,na,na,LL,
7cra,489.6,876.6,LL,"Kd1: int 3, Kd2: int 2"
3ozb,1032.2,341.6,LL,"Kd1: int 1-6, Kd2: int 10-12"
2opa,na,na,LL,
3pxx,na,na,LL,
3fn2,na,na,LL,
2ehq,314,2913.8,LL,"Kd1: int 6-7, Kd2: int 1"
2gbg,604.1,2062.7,LL,"Kd1: int 2-3, Kd2: int 1"
4tqg,na,na,LL,
2ajt,na,na,LL,
2b7p,na,na,LL,
6d5k,na,na,LL,
5xvx,960.6,1446.1,LL,"Kd1: int 2, Kd2: int 1"
6qcj,695.3,1008.7,LL,"Kd1: int 2-3, Kd2: int 1"
3vsx,na,na,LL,
3oqk,na,na,LL,
1e0k,na,na,LL,
2pgs,553,1323,LL,"Kd1: int 2, Kd2: int 1"
5o3n,na,na,LL,
4co0,1043.3,687.2,LL,"Kd1: int 1-2, Kd2: int 3"
5wr7,na,na,LL,
6hxt,na,na,LL,
1r9y,na,na,LL,
4ee3,499,399.4,LL,"Kd1: int 2-4, Kd2: int 8-9"
3t2x,na,na,LL,
2gbc,na,na,LL,
5w4p,na,na,LL,
5m1b,na,na,LL,
2e2k,584,3594.5,LL,"Kd1: int 4-9, Kd2: int 1-3"
3pnx,1263.5,285.3,LL,"Kd1: int 1-6, Kd2: int 7-9"
6utt,na,na,LL,
4fdh,723,571.1,LL,"Kd1: int 2-5,10,11, Kd2: int 27,28,30"
2zel,552.2,757.3,LL,"Kd1: int 2,4, Kd2: int 1"
1nu4,na,na,LL,
5npl,na,na,LL,
4g1v,na,na,LL,
2j5n,313.8,2897.3,LL,"Kd1: int 6-7, Kd2: int 1"
1xri,366.4,820.9,LL,"Kd1: int 3-4, Kd2: int 1"
4co5,na,na,LL,
2a0s,na,na,LL,
2ej6,320.1,2900.3,LL,"Kd1: int 4-5, Kd2: int 1"
1h81,na,na,LL,
3o7u,775.4,2870.8,LL,"Kd1: int 2, Kd2: int 1"
4ht7,901.9,1097.6,LL,"Kd1: int 7,10,12-13,17-18, Kd2: 3-5"
2wym,289.9,3070.1,LL,"Kd1: int 11-16, Kd2: int 1-3"
4dvq,na,na,LL,
5ebz,995.9,1742.6,LL,"Kd1: int 7,12,14-15,17-18, Kd2: int 3-5"
7dpj,na,na,LL,
3x1m,662.7,982.7,LL,"Kd1: int 3-5, Kd2: int 1-2"
4lnh,na,na,LL,
2oae,599.2,2084.4,LL,"Kd1: int 2-3, Kd2: int 1"
4p4y,na,na,LL,
4p9d,na,na,LL,
4lpx,na,na,LL,
2zee,578.2,827.1,LL,"Kd1: int 2,4, Kd2: int 1"
4c01,418.9,1479.7,LL,"Kd1: int 7-12, Kd2: int 1-3"
2aye,na,na,LL,
4mu8,363.6,323.4,LL,"Kd1: int 3-4, Kd2: int 5"
1r9x,732.2,3453.1,LL,"Kd1: int 2, Kd2: int 1"
7d1i,559,1213.4,LL,"Kd1: int 3,5-7, Kd2: int 1-2"
2zeo,566.5,775.3,LL,"Kd1: int 2-4, Kd2: int 1"
2qq2,na,na,LL,
7cup,1133.4,719.5,LL,"Kd1: int 1-6, Kd2: int 7-9"
1vq2,na,na,LL,
3bjk,na,na,LL,
2j4q,1711.8,443,LL,"Kd1: int 1, Kd2: int 3"
3cf8,na,na,LL,
2wcf,na,na,LL,
1ou9,na,na,LL,
5lwp,571.3,523.2,LL,"Kd1: int 1, Kd2: int 2"
3we7,1775.2,829.5,LL,"Kd1: int 1-3, Kd2: int 4-5"
5bux,na,na,LL,
4pzd,na,na,LL,
4m1e,1081.3,463.8,LL,"Kd1: int 1-6, Kd2: int 7-9"
2zed,548.4,814,LL,"Kd1: int 2-4, Kd2: int 1"
1y7u,na,na,LL,
4pze,na,na,LL,
6u47,na,na,LL,
6wxc,1120,736.3,LL,"Kd1: int 1-2, Kd2: int 3"
6wlc,1141.1,760.7,LL,"Kd1: int 1-2, Kd2: int 3"
2zef,556.5,799.6,LL,"Kd1: int 2-4, Kd2: int 1"
4osf,na,na,LL,
1vmj,1160.5,87.4,LL,"Kd1: int 1, Kd2: int 4"
6n94,1633.3,1183.9,LL,"Kd1: int 1-6, Kd2: int 7-9"
7cn3,na,na,LL,
3dp0,na,na,LL,
5o81,na,na,LL,
2bjk,309.3,2894.9,LL,"Kd1: int 6-7, Kd2: int 1"
3igj,1136.4,614.6,LL,"Kd1: int 1-3, Kd2: int 4-5"
2zeh,544.7,826.2,LL,"Kd1: int 2-4, Kd2: int 1"
2zem,549.7,756.1,LL,"Kd1: int 2-4, Kd2: int 1"
4r3q,na,na,LL,
2xlc,na,na,LL,
2cev,na,na,LL,
1lv8,na,na,LL,
5zmm,na,na,LL,
1pjb,405.3,1818,LL,"Kd1: int 4, Kd2: int 1"
3pgg,na,na,LL,
4bht,na,na,LL,
6d3k,na,na,LL,
3dp1,na,na,LL,
1jx7,702.7,673.7,LL,"Kd1: int 1-6, Kd2: int 7-9"
5xuo,429.3,880.9,LL,"Kd1: int 2, Kd2: int 1"
3g77,786.5,3080.4,LL,"Kd1: int 2, Kd2: int 1"
4f36,669.3,1095.1,LL,"Kd1: int 4-9, Kd2: int 1-3"
1rgx,na,na,LL,
2x0k,848.7,825.7,LL,"Kd1: int 1-2, Kd2: int 3"
6t6j,498.8,35.3,LL,"Kd1: int 1-3, Kd2: int 12-13"
1lvu,1075.2,155.1,LL,"Kd1: int 1-6, Kd2: int 21-23"
4xgi,682.9,1891.1,LL,"Kd1: int 4-9, Kd2: int 1-3"
3oqf,641.9,991.5,LL,"Kd1: int 2-3, Kd2: int 1"
3sgp,na,na,LL,
2tmg,759.9,932.7,LL,"Kd1: int 4-9, Kd2: int 1-3"
4jyl,2068.7,521,LL,"Kd1: int 1-6, Kd2: int 8-10"
3doy,na,na,LL,
5tw7,698.8,1640.7,LL,"Kd1: int 4-9, Kd2: int 1-3"
3d04,na,na,LL,
2zeg,548.5,814,LL,"Kd1: int 2,4, Kd2: int 1"
2wsp,na,na,LL,
3lnl,na,na,LL,
2q47,302.3,803.2,LL,"Kd1: int 4-5, Kd2: int 1"
6c5a,655.3,2675.8,LL,"Kd1: int 4-9, Kd2: int 1-3"
5eeh,na,na,LL,
2zx5,na,na,LL,
1qbz,na,na,LL,
7bo8,na,na,LL,
1ef8,1647.7,993.7,LL,"Kd1: int 1-3, Kd2: int 4-5"
4uyi,na,na,LL,
1h84,na,na,LL,
3jqm,na,na,LL,
1uiy,2051.9,652.1,LL,"Kd1: int 1, Kd2: int 2"
4fdf,na,na,LL,
2glm,na,na,LL,
3wx8,864.2,1002.8,LL,"Kd1: int 3-5, Kd2: int 1-2"
4gja,na,na,LL,
6e3b,425.9,1316.9,LL,"Kd1: int 28, 44,47, Kd2: int 3,12"
4h4g,na,na,LL,
3iuo,332.2,437.6,LL,"Kd1: int 2-3, Kd2: int 1"
3tf5,779.1,2694.1,LL,"Kd1: int 3-5, Kd2: int 1-2"
3bio,na,na,LL,
1hlw,722.8,670.9,LL,"Kd1: int 1, Kd2: int 2"
5fo1,776.4,817.3,LL,"Kd1: int 2-3, Kd2: int 1"
1h82,na,na,LL,
6nbk,658.2,671.3,LL,"Kd1: int 1-6, Kd2: int 7-9"
3cev,na,na,LL,
2zen,567.2,755.8,LL,"Kd1: int 2,4, Kd2: int 1"
3f4z,na,na,LL,
2gbi,587.2,2074.6,LL,"Kd1: int 2-3, Kd2: int 1"
3pbe,552.5,845.2,LL,"Kd1: int 2-3, Kd2: int 1"
4eea,na,na,LL,
3hdu,na,na,LL,
3dp2,na,na,LL,
1t3d,1490.7,501.2,LL,"Kd1: int 1-3, Kd2: int 4-5"
3st4,na,na,LL,
6g6g,na,na,LL,
2i5i,671.6,722.2,LL,"Kd1: int 2-3, Kd2: int 1"
1npk,721.3,665.7,LL,"Kd1: int 1, Kd2: int 2"
5nez,265,1183.5,LL,"Kd1: int 6, 10-15, Kd2: int 1-3"
2wql,na,na,LL,
2zx8,na,na,LL,
2va1,na,na,LL,
1nks,na,na,LL,
3ed0,na,na,LL,
3dp3,na,na,LL,
5wdl,na,na,LL,
3hrn,na,na,LL,
2vhz,332.2,1783.6,LL,"Kd1: int 5-6, Kd2: int 1"
5w4x,688.2,2683.1,LL,"Kd1: int 3-5, Kd2: int 1-2"
4qej,na,na,LL,PDBePISA could not find
2afs,555.7,809.5,LL,"Kd1: int 2,4, Kd2: int 1"
3f1x,na,na,LL,
4ohc,513.8,1106,LL,"Kd1: int 4-9, Kd2: int 1-3"
4jqh,670.2,684.1,LL,"Kd1: int 5-6, Kd2: int 4"
2zo5,1473.9,1164,LL,"Kd1: int 1-2, Kd2: int 3"
2gmy,na,na,LL,
3cf9,na,na,LL,
6n95,1628.2,1157.8,LL,"Kd1: int 1-3, Kd2: int 7-9"
3eiz,702,515.4,LL,"Kd1: int 2, Kd2: int 3"
1nmp,na,na,LL,
1ki9,736,374.6,LL,"Kd1: int 1-3, Kd2: int 5-6"
1hhq,715.5,645,LL,"Kd1: int 1, Kd2: int 2"
4ky0,na,na,LL,
1gun,na,na,LL,
6pz2,2,494.7,LL,"Kd1: int 3, Kd2: int 2"
3eb7,na,na,LL,
6lcn,na,na,LL,
3l6j,640.3,599,LL,"Kd1: int 4-5, Kd2: int 6"
2gll,na,na,LL,
4ee4,482.4,406,LL,"Kd1: int 2-4, Kd2: int 5-6"
4y8w,344.5,693.5,LL,"Kd1: int 10-12, Kd2: int 4-5"
2afo,560.8,821.6,LL,"Kd1: int 2,4, Kd2: int 1"
2zxb,636.6,807.5,LL,"Kd1: int 2-3, Kd2: int 1"
1e3p,1678.9,737.8,LL,"Kd1: int 1, Kd2: int 2"
2afx,545.9,816.2,LL,"Kd1: int 3-4, Kd2: int 1"
1mn7,705.3,630.4,LL,"Kd1: int 1-2, Kd2: int 3"
3v4g,na,na,LL,
6dr5,na,na,LL,
2afm,552.4,812.9,LL,"Kd1: int 2,4, Kd2: int 1"
2afw,577.6,817.1,LL,"Kd1: int 2,4, Kd2: int 1"
4uze,770,807.8,LL,"Kd1: int 1-2, Kd2: int 3"
6s9n,na,na,LL,
6wgu,na,na,LL,
2j4j,na,na,LL,
2zx9,na,na,LL,
3h0u,1308.3,385.7,LL,"Kd1: int 1-3, Kd2: int 5-6"
2zep,550.4,738.1,LL,"Kd1: int 2,4, Kd2: int 1"
1nsp,716.6,663.2,LL,"Kd1: int 1, Kd2: int 2"
4dhk,1352.9,547.2,LL,"Kd1: int 1-2, Kd2: int 3"
3b7j,na,na,LL,
4da6,na,na,LL,
1ndc,757.4,647.3,LL,"Kd1: int 1, Kd2: int 2"
5mfo,na,na,LL,
5aa6,na,na,LL,
1tqj,674,991.8,LL,"Kd1: int 4-9, Kd2: int 1-3"
4wg2,357.3,1138.2,LL,"Kd1: int 7-8,10, Kd2: int 1-2"
6r4v,na,na,LL,
6vur,na,na,LL,
1fs5,625.7,500,LL,"Kd1: int 1-2, Kd2: int 3"
1rak,756.4,3098.3,LL,"Kd1: int 2, Kd2: int 1"
2ijc,na,na,LL,
6y68,na,na,LL,
2ejl,313.7,2897.3,LL,"Kd1: int 4-5, Kd2: int 1"
2afz,370.9,798.4,LL,"Kd1: int 2-4, Kd2: int 1"
5w6p,na,na,LL,
4lug,733.6,686.4,LL,"Kd1: int 1-2, Kd2: int 3"
7lox,na,na,LL,
6wnb,1106.9,753.1,LL,"Kd1: int 1-3, Kd2: int 5-6"
2rdm,517.1,534.5,LL,"Kd1: int 3-5, Kd2: int 1-2"
1gtm,943.1,1010,LL,"Kd1: int 3-5, Kd2: int 1-2"
4xm0,1613.8,839.3,LL,"Kd1: int 1-6, Kd2: int 7-9"
3khu,673.7,2683.4,LL,"Kd1: int 4-9, Kd2: int 1-3"
4kff,na,na,LL,
2glv,na,na,LL,
4p7t,na,na,LL,
6oi7,na,na,LL,
5ah3,2200.6,511,LL,"Kd1: int 1, Kd2: int 2"
2q80,479.2,1579,LL,"Kd1: int 9-14, Kd2: int 1-3"
3ncq,1197.8,595.5,LL,"Kd1: int 1-3, Kd2: int 4-5"
4rz1,na,na,LL,
2vkx,na,na,LL,
4xc9,na,na,LL,
3gvf,722,522.9,LL,"Kd1: int 1, Kd2: int 2"
3bex,na,na,LL,
6n92,1635.5,1123.9,LL,"Kd1: int 1-6, Kd2: int 7-9"
3uma,na,na,LL,
5onf,na,na,LL,
3ahs,na,na,LL,
1a3g,na,na,LL,
5o80,na,na,LL,
1zcc,na,na,LL,
2q6k,na,na,LL,
4nsc,na,na,LL,
1b5q,na,na,LL,
1rpx,695.1,1023.1,LL,"Kd1: int 3-5, Kd2: int 1-2"
1lwx,741,709.1,LL,"Kd1: int 1-3, Kd2: int 4-5"
2zwz,na,na,LL,
4o84,na,na,LL,
6r7r,na,na,LL,
